SRA_number,read_number,#_contigs(>=0bp),#_contigs(>=1000bp),#_contigs(>=5000bp),#_contigs(>=10000bp),#_contigs(>=25000bp),#_contigs(>=50000bp),Total_length(>=0bp),Total_length(>=1000bp),Total_length(>=5000bp),Total_length(>=10000bp),Total_length(>=25000bp),Total_length(>=50000bp),#_contigs,Largestcontig,Totallength,GC(%),N50,N75,L50,L75
SRR3989779,1500000,364,169,112,87,56,34,4988616,4931679,4807179,4631077,4124641,3338075,197,203181,4951420,50.54,78577,34840,21,43
SRR3989779,1750000,352,157,104,82,58,34,4992144,4936917,4824450,4663992,4247060,3402372,187,208717,4957627,50.52,79216,38001,20,42
SRR3989779,2000000,337,146,97,77,51,32,4994496,4942211,4839500,4699780,4285636,3551231,174,283360,4961749,50.51,90447,47844,17,36
SRR3989779,2250000,357,147,96,75,52,31,4998318,4941287,4831283,4678115,4294680,3529938,180,283322,4963873,50.49,90447,46701,17,35
SRR3989779,2500000,338,136,91,73,49,31,4998603,4943792,4843169,4710023,4318786,3662585,168,283322,4965531,50.49,104972,47881,16,33
SRR3989779,2750000,326,128,88,72,51,31,5000252,4945984,4854722,4738566,4405888,3684011,162,283322,4968704,50.49,115661,49504,15,32
SRR3989779,3000000,325,124,87,69,49,30,5001117,4947284,4863417,4734973,4421969,3731159,156,283322,4968980,50.49,116950,51093,14,30
SRR3989779,3250000,318,118,83,68,48,30,5001271,4949125,4873619,4767309,4468907,3811711,147,283322,4968581,50.48,116950,55109,14,29
SRR3989779,3500000,321,114,81,70,48,29,5002025,4947740,4873097,4798718,4468805,3772356,144,401949,4967816,50.48,115661,51093,14,29
SRR3989779,3750000,324,115,81,69,47,28,5002636,4948141,4870800,4791268,4461311,3769772,145,401949,4968498,50.48,129384,55109,13,28
SRR3989779,4000000,318,111,78,67,45,26,5004287,4951162,4874445,4800065,4464386,3767139,141,434761,4971562,50.48,129384,55109,12,26
SRR3989779,4250000,320,111,79,68,46,27,5003877,4950465,4876483,4802103,4466989,3769761,140,434761,4969973,50.48,129384,55109,12,27
SRR3989779,4500000,320,110,79,68,46,27,5002693,4949218,4878729,4804349,4469240,3769805,138,434761,4968118,50.48,129445,55109,12,27
SRR3989779,4750000,322,107,76,66,46,27,5003486,4949828,4879339,4811968,4505021,3800018,136,434761,4969296,50.48,129445,55109,12,26
SRR3989779,5000000,314,109,78,68,47,27,5002910,4951647,4881158,4812124,4494154,3740015,136,434761,4969649,50.48,129408,51279,12,27
SRR3989779,5250000,321,106,75,65,45,26,5003439,4949726,4879236,4811850,4504829,3800001,135,434761,4969194,50.48,145003,55109,11,25
SRR3989779,5500000,318,105,75,66,45,26,5004702,4951450,4883441,4822150,4504983,3800001,134,434761,4970918,50.47,145003,55109,11,25
SRR3989779,5750000,319,107,77,68,46,26,5004632,4951832,4883823,4822532,4494348,3740073,135,434761,4970732,50.48,129408,51279,12,26
SRR3989779,6000000,319,105,75,66,45,26,5004708,4951449,4883440,4822164,4504998,3800016,134,434761,4970917,50.47,145003,55109,11,25
SRR3989779,6250000,314,105,75,66,45,26,5004384,4951549,4883540,4822264,4504765,3800016,134,434761,4971017,50.47,145003,55109,11,25
SRR3989779,6500000,310,104,74,65,45,26,5003918,4951325,4883316,4822040,4517770,3800112,133,434761,4970794,50.47,145003,55109,11,25
SRR3989779,6750000,304,106,75,67,46,26,5003749,4953114,4884079,4831816,4516528,3740184,134,434761,4971820,50.48,129408,51279,12,26
SRR3989779,7000000,305,106,74,65,45,26,5003871,4952265,4879167,4817891,4513430,3800112,135,434761,4971733,50.47,145003,55109,11,25
SRR3989779,7178675,301,110,77,68,47,27,5003549,4953694,4879570,4818294,4502816,3740163,138,434761,4972400,50.48,129445,51279,12,27
SRR3989780,250000,1830,1092,255,46,0,0,4433135,4070196,2009334,585918,0,0,1398,21315,4295684,51.14,4583,2600,284,594
SRR3989780,500000,460,307,203,141,64,14,4619661,4550187,4290797,3838022,2634569,967755,362,139564,4590653,50.72,28493,13870,52,107
SRR3989780,750000,527,214,149,121,72,21,4679118,4601853,4448100,4241918,3463645,1779183,255,135406,4631299,50.61,36013,23783,35,73
SRR3989780,1000000,362,161,118,95,62,28,4686742,4629191,4518165,4358904,3832861,2710163,196,195301,4654880,50.56,64772,29897,22,50
SRR3989780,1250000,361,145,108,86,61,27,4698045,4635672,4544878,4385104,3968818,2759553,185,193643,4665372,50.54,65238,34602,20,45
SRR3989780,1500000,356,140,101,82,56,25,4709237,4653580,4555813,4418996,3969397,2829231,172,222918,4676125,50.53,70138,35569,17,41
SRR3989780,1750000,338,138,100,80,54,27,4712764,4662277,4575658,4430016,3990765,3036603,171,234882,4685267,50.52,80887,35569,16,39
SRR3989780,2000000,323,126,93,74,55,27,4717335,4672270,4589265,4453283,4148904,3196008,154,222951,4691663,50.51,99459,38133,16,35
SRR3989780,2250000,330,128,95,77,58,28,4718209,4674014,4597986,4470997,4155928,3122241,154,222951,4691881,50.5,81508,37299,17,38
SRR3989780,2500000,319,125,94,77,55,28,4719332,4676397,4604779,4486111,4129904,3196444,149,222952,4694002,50.5,91931,40838,16,36
SRR3989780,2750000,318,124,94,76,55,28,4720108,4677838,4605155,4481296,4140034,3206694,148,222952,4694672,50.5,91931,40838,16,36
SRR3989780,3000000,339,128,93,76,55,28,4721419,4675394,4583675,4459250,4123381,3159185,155,222952,4694813,50.5,89031,40838,16,37
SRR3989780,3250000,329,127,94,77,56,29,4722133,4677320,4593107,4466417,4130748,3162987,156,222952,4697666,50.5,83348,40838,17,38
SRR3989780,3500000,317,122,91,76,55,28,4722540,4679524,4602775,4493916,4160826,3177673,148,222952,4698295,50.5,83348,41711,16,36
SRR3989780,3750000,315,123,91,75,55,28,4723119,4681105,4602772,4487007,4164352,3198242,148,222954,4699019,50.5,89031,41279,16,36
SRR3989780,4000000,300,119,87,74,52,27,4722937,4683534,4608217,4515453,4182918,3317590,143,240957,4700189,50.49,102943,41711,14,32
SRR3989780,4250000,312,120,88,75,52,27,4724435,4684886,4606700,4514181,4159837,3258296,142,240957,4700200,50.49,91931,41711,14,34
SRR3989780,4500000,316,118,85,73,51,27,4723837,4683205,4601340,4515491,4159754,3301571,141,240958,4699252,50.49,108159,41711,14,33
SRR3989780,4750000,303,117,83,70,50,26,4724795,4686423,4602161,4508520,4188607,3332695,139,434621,4701761,50.49,108159,41754,13,31
SRR3989780,5000000,297,116,83,69,52,26,4724601,4687831,4606649,4507579,4228062,3299323,137,434621,4702678,50.49,91931,41754,13,32
SRR3989780,5250000,308,117,85,71,52,26,4723994,4685699,4606657,4507587,4196199,3267734,138,434621,4700559,50.49,91931,41754,13,32
SRR3989780,5500000,294,116,84,70,52,27,4723510,4687069,4608181,4509111,4212371,3327256,136,239109,4701350,50.49,108159,41754,14,32
SRR3989780,5750000,289,114,82,68,51,26,4723867,4688217,4609318,4510249,4225770,3340929,134,434621,4702531,50.49,108159,41754,13,31
SRR3989780,6000000,290,114,81,67,50,26,4723531,4687106,4606742,4507672,4225791,3378271,135,434621,4702095,50.49,108159,43424,13,30
SRR3989780,6250000,285,113,81,67,52,27,4722672,4687387,4611886,4512816,4253705,3381324,133,434621,4701518,50.49,108159,41880,13,31
SRR3989780,6500000,290,114,81,67,52,27,4723526,4687768,4609201,4510132,4251423,3378328,134,434621,4701932,50.49,108159,43424,13,31
SRR3989780,6750000,272,115,82,68,52,27,4723504,4690056,4611160,4512091,4253499,3378328,134,434621,4703331,50.49,108159,43424,13,31
SRR3989780,6978481,277,117,84,70,53,28,4723630,4689955,4610982,4511913,4235222,3378981,136,239109,4703230,50.49,108159,41752,14,32
SRR3989781,250000,1803,1034,252,61,1,0,4347140,3992817,2157137,856985,25155,0,1293,25155,4184413,51.64,5122,2617,240,527
SRR3989781,500000,440,327,217,149,48,10,4539496,4488147,4197708,3703861,2057280,694214,370,111700,4518246,51.17,22434,13168,57,122
SRR3989781,750000,383,228,179,130,57,21,4583033,4530455,4402040,4049605,2858462,1567360,263,111540,4554624,51.07,36842,18090,38,84
SRR3989781,1000000,386,180,141,114,69,24,4609987,4547768,4452187,4254430,3549566,1957661,212,121986,4570256,51.01,41850,26960,32,65
SRR3989781,1250000,376,157,125,101,62,27,4625999,4560564,4491328,4320487,3724946,2459208,191,208341,4583440,50.97,56162,33399,24,52
SRR3989781,1500000,369,144,111,95,60,30,4642597,4576034,4501682,4385870,3837182,2748935,180,208470,4599539,50.95,62241,34705,23,48
SRR3989781,1750000,387,138,106,92,60,32,4656423,4580612,4517093,4418695,3927820,2913227,176,208148,4606642,50.94,63938,38461,22,45
SRR3989781,2000000,412,137,101,88,58,32,4673832,4590071,4514939,4424554,3958777,3014419,186,208470,4622259,50.93,67413,40035,21,43
SRR3989781,2250000,432,137,100,86,56,30,4687622,4595744,4523168,4426633,3954290,3011295,193,218032,4633498,50.92,69101,40035,19,41
SRR3989781,2500000,434,144,101,87,56,32,4702265,4606801,4527047,4430447,3956616,3089754,202,208341,4647602,50.9,76848,40035,19,42
SRR3989781,2750000,431,147,98,85,55,31,4715303,4620067,4528100,4436665,3965003,3097911,215,218032,4666898,50.89,69101,40035,19,41
SRR3989781,3000000,421,153,98,86,55,31,4728703,4632392,4531965,4448323,3955933,3085912,231,218032,4685285,50.87,69101,40035,19,41
SRR3989781,3250000,405,160,98,86,56,34,4736808,4651774,4533108,4449536,3970038,3178483,224,208148,4695204,50.86,69101,40239,21,42
SRR3989781,3500000,403,162,96,84,54,32,4743120,4661800,4532558,4448916,3969548,3177993,223,218032,4703375,50.85,76848,40035,19,41
SRR3989781,3750000,388,165,97,84,54,32,4746188,4666379,4532928,4441356,3970094,3178437,230,218032,4712594,50.84,76848,40035,19,41
SRR3989781,4000000,376,170,94,82,54,31,4750705,4681697,4534136,4448859,3997204,3178056,226,271548,4719992,50.83,76848,40035,18,40
SRR3989781,4250000,355,168,95,83,54,31,4753778,4693544,4544957,4462467,3997783,3178405,217,271548,4725886,50.83,76848,40035,18,40
SRR3989781,4500000,343,171,98,85,55,31,4757099,4702424,4550976,4463056,3980603,3120688,215,271548,4732275,50.82,69101,39637,19,42
SRR3989781,4750000,325,169,99,84,55,32,4759794,4710990,4564346,4462790,3998034,3178654,204,271548,4735799,50.82,69101,40035,19,41
SRR3989781,4874557,323,174,100,85,55,31,4760907,4716297,4564250,4462604,3980262,3120345,205,271548,4738122,50.81,69101,39637,19,42
SRR3989782,250000,2490,1266,179,28,0,0,4465157,3896669,1375940,368234,0,0,1717,17583,4218907,51.66,3513,1965,352,748
SRR3989782,500000,669,431,257,160,45,7,4792236,4686943,4248807,3520492,1697419,476434,510,90209,4742769,51.07,18758,9657,77,164
SRR3989782,750000,530,290,182,135,72,21,4871388,4791569,4538230,4194154,3132320,1365374,337,90905,4826580,50.9,33213,18518,47,95
SRR3989782,1000000,425,209,141,108,71,32,4892463,4823836,4662256,4409341,3791000,2413350,247,115307,4852540,50.82,49950,26505,33,66
SRR3989782,1250000,370,179,118,96,64,34,4905784,4849012,4698784,4525068,4002098,2957219,207,147418,4870035,50.77,63728,31431,26,52
SRR3989782,1500000,355,161,107,87,63,37,4914818,4860138,4731267,4572503,4168622,3252110,187,214956,4879858,50.74,63744,36750,24,47
SRR3989782,1750000,337,142,95,79,65,42,4919925,4865898,4753257,4624963,4403908,3612247,171,165411,4886928,50.71,71613,43129,23,44
SRR3989782,2000000,307,133,92,77,60,39,4921080,4877369,4775643,4655251,4394245,3642671,154,216771,4893057,50.7,73663,49799,20,40
SRR3989782,2250000,303,130,87,75,61,37,4923087,4878876,4773767,4680889,4453321,3576417,151,196840,4894418,50.69,75987,48519,20,39
SRR3989782,2500000,284,119,78,68,55,40,4924992,4884505,4782909,4707860,4497827,3942328,137,196901,4897674,50.68,91001,59637,18,36
SRR3989782,2750000,268,113,73,65,54,37,4924914,4886407,4782226,4720188,4550620,3912610,131,222902,4899394,50.68,111372,59637,16,33
SRR3989782,3000000,289,110,70,64,56,36,4926861,4882333,4780676,4737474,4617619,3900660,132,222902,4898538,50.68,110974,60654,16,33
SRR3989782,3250000,283,109,72,65,54,36,4928481,4886641,4793610,4744828,4559115,3921552,128,235990,4900844,50.67,110974,60654,16,32
SRR3989782,3500000,269,110,71,64,53,36,4927349,4889475,4788576,4737158,4553236,3940582,127,235972,4901829,50.68,111135,62852,16,32
SRR3989782,3750000,287,106,70,63,51,36,4928732,4885466,4788472,4737295,4538704,3990270,127,236003,4900597,50.67,112060,63016,16,31
SRR3989782,4000000,274,103,69,61,50,36,4928334,4887977,4800530,4741773,4557452,4026450,121,236003,4900931,50.67,115367,63016,15,31
SRR3989782,4250000,277,102,69,61,49,34,4927924,4886332,4798795,4740038,4536875,3963301,120,236003,4899656,50.67,119295,62852,15,30
SRR3989782,4500000,262,101,68,60,49,35,4928043,4888353,4804359,4741562,4557057,4026106,118,236003,4900765,50.67,119295,63016,15,30
SRR3989782,4750000,261,101,68,60,50,36,4928474,4888459,4804465,4741668,4570514,4039563,120,236003,4902313,50.67,115367,63759,16,30
SRR3989782,5000000,260,100,67,59,52,36,4927537,4888483,4804392,4741595,4633955,4040233,118,236003,4901254,50.67,115367,63759,16,30
SRR3989782,5250000,272,100,66,58,51,35,4927841,4886758,4798997,4740240,4632600,4039382,118,286676,4899627,50.67,115367,63759,15,29
SRR3989782,5500000,252,101,66,58,51,35,4927250,4889267,4799182,4740425,4632785,4039567,120,286676,4902756,50.67,115367,63759,15,29
SRR3989782,5750000,276,101,67,59,51,35,4928333,4886632,4798842,4740085,4619563,4026345,120,286676,4900250,50.67,115367,63016,15,30
SRR3989782,6000000,265,101,67,59,51,35,4927713,4887747,4799957,4741200,4620494,4026431,119,286676,4900998,50.67,115367,63016,15,30
SRR3989782,6250000,280,97,65,57,50,35,4928772,4887300,4804118,4745120,4637480,4087774,113,286676,4899117,50.67,119295,63759,14,29
SRR3989782,6500000,276,97,65,57,50,35,4929044,4887359,4804177,4745179,4637723,4087682,115,286676,4900800,50.67,119295,63759,14,29
SRR3989782,6750000,264,98,65,57,50,35,4928148,4889902,4804485,4745487,4638031,4087990,114,286676,4901590,50.67,119295,63759,14,29
SRR3989782,7000000,273,98,65,57,50,35,4928912,4889258,4803812,4744814,4637358,4088412,115,286676,4901471,50.67,115423,63759,15,29
SRR3989782,7250000,270,98,65,57,50,35,4928421,4889736,4804291,4745293,4637837,4088094,114,286676,4901456,50.67,115423,63759,15,29
SRR3989782,7500000,263,98,65,57,50,35,4928334,4889853,4804291,4745293,4637837,4088094,115,286676,4902480,50.67,115423,63759,15,29
SRR3989782,7750000,265,98,65,57,50,35,4928403,4890176,4804588,4745590,4638134,4088391,114,286676,4901896,50.67,115423,63759,15,29
SRR3989782,7890948,260,97,65,57,50,35,4928197,4889862,4806840,4747851,4640395,4090652,114,286676,4902489,50.67,115423,63759,15,29
SRR3989783,250000,1750,1098,266,48,0,0,4510862,4194500,2108783,651121,0,0,1364,20471,4389212,51.38,4835,2709,284,589
SRR3989783,500000,363,281,211,158,63,15,4668042,4624912,4459408,4077751,2606397,1014557,325,121612,4656466,51,26637,14731,53,111
SRR3989783,750000,367,204,142,121,68,25,4711038,4671400,4526245,4356015,3506740,1963458,229,124586,4689700,50.88,42782,24770,34,69
SRR3989783,1000000,295,164,119,103,60,28,4719322,4691729,4581267,4458901,3778388,2622339,178,152222,4701895,50.84,66065,30974,24,51
SRR3989783,1250000,281,138,100,88,59,33,4723815,4698240,4614763,4523308,4048451,3113504,150,177080,4706580,50.82,72118,40622,21,43
SRR3989783,1500000,272,126,94,82,57,31,4727485,4704089,4633438,4545531,4139974,3194660,137,205216,4711299,50.8,82889,42010,19,39
SRR3989783,1750000,262,117,89,78,56,31,4728815,4705435,4640203,4556081,4183645,3292141,128,205216,4712653,50.8,94842,43256,18,37
SRR3989783,2000000,265,110,85,75,53,33,4728733,4704466,4648212,4571228,4195577,3501823,121,208879,4711863,50.8,94842,48866,18,34
SRR3989783,2250000,266,115,88,76,53,33,4729456,4706240,4646431,4555225,4148976,3452242,125,208879,4713105,50.8,94842,44828,17,35
SRR3989783,2500000,289,117,90,78,55,32,4731848,4705495,4646060,4554829,4156132,3353137,128,208879,4712601,50.8,75541,42773,18,36
SRR3989783,2750000,267,116,89,77,55,33,4731132,4707201,4645202,4551688,4163195,3409326,125,208879,4713106,50.79,75541,43770,18,36
SRR3989783,3000000,296,116,87,76,55,33,4732890,4705800,4636499,4551334,4185585,3427290,125,205223,4711737,50.79,87676,43770,18,36
SRR3989783,3250000,311,118,89,77,55,33,4733637,4704332,4635805,4543073,4158352,3400016,128,205223,4710814,50.79,86247,43770,18,36
SRR3989783,3500000,293,115,87,75,53,34,4732565,4706274,4640185,4547453,4162039,3507080,124,208879,4712211,50.79,86224,48866,18,35
SRR3989783,3750000,304,114,87,76,54,34,4733340,4705858,4643558,4558393,4172768,3487772,123,208879,4711795,50.79,86224,48866,18,35
SRR3989783,4000000,297,116,89,77,55,33,4732113,4704360,4642294,4549675,4164224,3413110,125,208879,4710297,50.79,86224,43770,18,36
SRR3989783,4250000,304,116,88,77,55,33,4732432,4704466,4639169,4555666,4170273,3422197,125,208879,4710403,50.79,86247,43770,18,36
SRR3989783,4500000,291,114,86,76,54,33,4732317,4705201,4639685,4563501,4177897,3456846,124,208879,4712008,50.79,87676,44828,17,35
SRR3989783,4750000,279,111,86,75,53,34,4731606,4705475,4649592,4567704,4192607,3523104,121,208831,4712282,50.79,87676,48866,17,35
SRR3989783,5000000,291,112,84,74,54,34,4732269,4703976,4638817,4562633,4218181,3523101,122,208831,4710458,50.8,87676,48866,17,35
SRR3989783,5250000,287,113,85,74,53,34,4731732,4705505,4640079,4556145,4193191,3523585,121,208831,4710910,50.79,87676,48866,17,35
SRR3989783,5500000,293,115,87,76,53,33,4732451,4704825,4639464,4555530,4153050,3460673,124,205223,4710775,50.79,87676,44828,18,35
SRR3989783,5750000,284,112,84,73,52,34,4731559,4704882,4639735,4555754,4192800,3563415,121,208831,4710819,50.79,94618,53803,17,34
SRR3989783,6000000,282,115,87,76,53,33,4731720,4705973,4640547,4556613,4153049,3460672,123,205246,4711378,50.79,87676,44828,18,35
SRR3989783,6250000,277,114,87,76,53,33,4731123,4706076,4644070,4560136,4157519,3465116,123,205246,4712013,50.79,94618,44828,18,35
SRR3989783,6500000,279,115,88,77,53,33,4731357,4706415,4644476,4560542,4137621,3445218,124,205246,4712352,50.79,87676,44828,18,35
SRR3989783,6750000,280,115,87,77,54,33,4731824,4706282,4642203,4566066,4160887,3442907,124,205223,4712219,50.79,87676,44828,18,35
SRR3989783,7000000,279,113,85,75,54,33,4731536,4706149,4642065,4565881,4196048,3478068,122,205223,4712086,50.79,94618,44828,18,35
SRR3989783,7250000,282,112,85,75,54,33,4732029,4705917,4643827,4567730,4197897,3479961,121,205223,4711854,50.79,94618,44828,18,35
SRR3989783,7500000,279,112,85,75,54,33,4731967,4706515,4644041,4567857,4197901,3479965,121,205223,4712452,50.79,94618,44828,18,35
SRR3989783,7750000,281,113,86,76,54,33,4732085,4706355,4644265,4568081,4177821,3458040,122,205223,4712292,50.79,87676,44828,18,35
SRR3989783,7966140,281,114,87,76,53,33,4731917,4706252,4644166,4560185,4152183,3459780,123,205223,4712189,50.79,87676,44828,18,35
SRR3989784,250000,2410,1254,186,22,1,0,4499419,3952118,1445069,311711,26026,0,1705,26026,4279757,51.6,3713,2001,348,739
SRR3989784,500000,722,498,277,166,35,2,4778941,4675677,4116732,3318834,1256282,125415,584,66431,4735186,51.06,16003,8372,92,192
SRR3989784,750000,738,344,217,153,52,16,4871798,4753611,4451990,3983174,2394402,1108472,421,95119,4808346,50.85,24962,12940,53,120
SRR3989784,1000000,657,293,183,138,61,19,4890389,4786925,4533076,4190156,2988841,1499555,366,141586,4836546,50.74,34494,15999,42,94
SRR3989784,1250000,538,256,162,121,61,22,4894913,4805333,4587630,4277137,3280835,1872594,319,135010,4849405,50.7,39140,20460,35,77
SRR3989784,1500000,505,226,141,112,64,26,4901836,4818853,4621059,4399849,3611509,2242810,279,135010,4855703,50.67,45656,23664,30,66
SRR3989784,1750000,506,222,138,106,62,28,4906151,4823017,4629113,4390836,3648149,2445991,275,135010,4859474,50.66,50296,25158,28,62
SRR3989784,2000000,487,211,131,105,63,28,4909864,4830680,4650739,4457162,3765092,2559966,260,139599,4864690,50.64,53039,28268,26,59
SRR3989784,2250000,472,203,126,101,64,28,4911016,4833631,4662497,4468784,3850198,2596345,253,152189,4868355,50.63,60641,29659,25,57
SRR3989784,2500000,461,193,126,101,63,27,4912245,4837307,4690121,4498496,3845152,2561621,241,210008,4870229,50.62,53039,29701,25,56
SRR3989784,2750000,442,184,119,96,60,30,4912565,4839286,4699055,4525242,3918702,2831675,227,210016,4869620,50.61,63069,33540,23,52
SRR3989784,3000000,432,180,115,93,60,31,4913523,4846547,4697452,4532770,3986129,2933298,216,210016,4871611,50.61,66908,35691,23,49
SRR3989784,3250000,444,181,116,91,59,31,4914637,4845439,4699345,4506696,3957995,2937564,220,210008,4871795,50.61,66908,34081,23,49
